State,Value
X X O  OX,0.0
X X O O  ,1.0
X X O O X,0.0
X X O OOX,1.0
X X O OX ,0.0
X X O X O,0.0
X X O XO ,0.0
X X OO   ,1.0
X X OO OX,0.0
X X OOOX ,0.0
X X OOX  ,0.0
X X OOX O,0.0
X X OOXO ,1.0
X X OOXOX,-1.0
X X OOXXO,-1.0
X X OX O ,0.0
X X OXO  ,0.0
X X OXOO ,1.0
X X OXOOX,1.0
X X OXOXO,0.0
X X X  OO,0.0
X X XO  O,0.0
X X XO O ,0.0
X X XOOO ,0.0
X X XOOOX,1.0
X X XOXOO,1.0
X XO     ,0.0
X XO    O,1.0
X XO   XO,0.0
X XO  O  ,1.0
X XO  O X,0.0
X XO  OX ,0.0
X XO  X O,0.0
X XO  XOO,1.0
X XO O   ,0.0
X XO O  X,0.0
X XO O X ,0.0
X XO OO X,1.0
X XO OOX ,0.0
X XO OXXO,-1.0
X XO X  O,0.0
X XO X O ,0.0
X XO X OO,0.0
X XO XO  ,0.0
X XO XO O,0.0
X XO XOO ,1.0
X XO XOXO,0.0
X XOO    ,0.0
X XOO   X,0.0
X XOO  OX,1.0
X XOO  XO,0.0
X XOO OX ,0.0
X XOO X  ,0.0
X XOO X O,0.0
X XOO XXO,-1.0
X XOOOXXO,-1.0
X XOOX O ,0.0
X XOOX OX,1.0
X XOOX XO,0.0
X XOOXOX ,0.0
X XOOXOXO,1.0
X XOOXX O,0.0
X XOOXXO ,0.0
X XOOXXOO,1.0
X XOX OXO,0.0
X XOX XOO,1.0
X XOXOOX ,0.0
X XOXOOXO,0.0
X XOXX OO,0.0
X XOXXOOO,-1.0
X XX   OO,-1.0
X XX  O O,0.0
X XX  OOO,-1.0
X XX O O ,0.0
X XX OO  ,0.0
X XX OOO ,1.0
X XX OOOX,0.0
X XXO   O,0.0
X XXO  O ,-1.0
X XXO  OO,0.0
X XXO O  ,0.0
X XXO O O,0.0
X XXO OO ,0.0
X XXO OOX,-1.0
X XXO XOO,1.0
X XXOO O ,0.0
X XXOOO X,0.0
X XXOOOOX,1.0
X XXOOOX ,0.0
X XXOOOXO,1.0
X XXOOXO ,1.0
X XXOXOO ,-1.0
XO       ,0.0
XO      X,0.0
XO     OX,1.0
XO     X ,0.0
XO     XO,0.0
XO    O X,0.0
XO    OX ,0.0
XO    X  ,0.0
XO    X O,0.0
XO    XO ,1.0
XO    XXO,0.0
XO   O  X,0.0
XO   OOXX,0.0
XO   OX  ,0.0
XO   OX X,0.0
XO   OXOX,1.0
XO   OXXO,1.0
XO   X   ,0.0
XO   X  O,0.0
XO   X O ,0.0
XO   XO  ,0.0
XO   XOX ,0.0
XO   XX O,0.0
XO   XXO ,0.0
XO  O   X,0.0
XO  O  X ,0.0
XO  O OXX,0.0
XO  O X  ,1.0
XO  O X X,0.0
XO  O XX ,0.0
XO  OOX X,0.0
XO  OOXXX,1.0
XO  OX X ,0.0
XO  OX XO,0.0
XO  OXXO ,-1.0
XO  OXXXO,0.0
XO  X    ,0.0
XO  X   O,0.0
XO  X  O ,0.0
XO  X  OX,1.0
XO  X  XO,0.0
XO  X O  ,0.0
XO  X OX ,0.0
XO  X OXO,0.0
XO  X X O,0.0
XO  XO   ,0.0
XO  XOOXX,1.0
XO  XOX  ,0.0
XO  XX  O,0.0
XO  XX O ,0.0
XO  XX OO,1.0
XO  XXO  ,0.0
XO  XXO O,1.0
XO  XXOXO,0.0
XO O    X,0.0
XO O   X ,0.0
XO O  X  ,0.0
XO O  XX ,0.0
XO O  XXO,0.0
XO O X   ,0.0
XO O X  X,0.0
XO O X OX,0.0
XO O XOX ,0.0
XO O XX O,0.0
XO OO X X,1.0
XO OO XX ,0.0
XO OO XXX,1.0
XO OOX X ,0.0
XO OOX XX,0.0
XO OOXOXX,0.0
XO OOXX  ,0.0
XO OOXXX ,0.0
XO OOXXXO,0.0
XO OX    ,1.0
XO OX   X,1.0
XO OX OX ,0.0
XO OX X  ,0.0
XO OX X O,0.0
XO OX XXO,0.0
XO OXO X ,0.0
XO OXOX  ,0.0
XO OXOXX ,0.0
XO OXOXXO,1.0
XO OXX O ,0.0
XO OXXO  ,0.0
XO OXXOX ,0.0
XO OXXOXO,0.0
XO OXXX O,0.0
XO OXXXOO,1.0
XO X     ,0.0
XO X    O,0.0
XO X   O ,1.0
XO X  O X,0.0
XO X  OX ,0.0
XO X  OXO,0.0
XO X  X O,1.0
XO X  XO ,1.0
XO X O  X,0.0
XO X O OX,0.0
XO X O XO,1.0
XO X OO X,1.0
XO X OXOX,1.0
XO X OXXO,1.0
XO X X O ,0.0
XO X XO  ,0.0
XO X XOXO,0.0
XO XO    ,1.0
XO XO X  ,1.0
XO XOO  X,0.0
XO XOO XX,0.0
XO XOOOXX,0.0
XO XOX O ,-1.0
XO XOXO  ,0.0
XO XOXOOX,-1.0
XO XOXOX ,0.0
XO XOXOXO,0.0
XO XX   O,0.0
XO XX  O ,0.0
XO XX  OO,0.0
XO XX O O,0.0
XO XX OO ,1.0
XO XX OXO,0.0
XO XXO   ,0.0
XO XXO  O,0.0
XO XXOO  ,1.0
XO XXOO X,1.0
XO XXOOXO,0.0
XO XXX OO,1.0
XO XXXO O,1.0
XO XXXOO ,1.0
XOO    X ,0.0
XOO    XX,0.0
XOO   OXX,0.0
XOO  X  X,0.0
XOO  X OX,0.0
XOO  X X ,0.0
XOO  XO X,0.0
XOO  XOXX,0.0
XOO  XXXO,0.0
XOO O X X,0.0
XOO O XXX,1.0
XOO OX X ,0.0
XOO OXOXX,-1.0
XOO OXXX ,0.0
XOO X    ,1.0
XOO X   X,1.0
XOO X  X ,0.0
XOO X OX ,1.0
XOO X OXX,1.0
XOO XOX  ,0.0
XOO XOX X,1.0
XOO XX   ,0.0
XOO XX  O,1.0
XOO XXO X,1.0
XOO XXOXO,1.0
XOOO X  X,1.0
XOOO XXXO,0.0
XOOOOX XX,1.0
XOOOOXX X,0.0
XOOOOXXX ,1.0
XOOOOXXXX,1.0
XOOOX X  ,0.0
XOOOX X X,1.0
XOOOX XXO,0.0
XOOOXOXX ,0.0
XOOOXOXXX,1.0
XOOOXX   ,1.0
XOOOXX  X,1.0
XOOOXXOX ,1.0
XOOOXXOXX,1.0
XOOOXXX O,0.0
XOOOXXXOX,1.0
XOOOXXXXO,0.0
XOOX   X ,0.0
XOOX   XO,1.0
XOOX  OX ,0.0
XOOX  OXX,0.0
XOOX  X  ,1.0
XOOX  XXO,1.0
XOOX O X ,0.0
XOOX O XX,0.0
XOOX OOXX,1.0
XOOX X  O,0.0
XOOX X OX,0.0
XOOX XOXO,1.0
XOOXO OXX,-1.0
XOOXOX OX,-1.0
XOOXOXX  ,1.0
XOOXX    ,0.0
XOOXX   O,1.0
XOOXX  XO,0.0
XOOXX O  ,0.0
XOOXX O X,1.0
XOOXXO XO,-1.0
XOOXXOOXX,1.0
XOOXXOX  ,1.0
XOOXXOXOX,1.0
XOOXXX  O,1.0
XOOXXXOXO,1.0
XOX      ,0.0
XOX     O,0.0
XOX    O ,0.0
XOX    OX,0.0
XOX   O  ,0.0
XOX   O X,0.0
XOX   OX ,0.0
XOX   XO ,0.0
XOX  O   ,0.0
XOX  O OX,0.0
XOX  OOX ,0.0
XOX  OX  ,0.0
XOX  OXO ,0.0
XOX  OXOX,-1.0
XOX  X  O,0.0
XOX  X OO,0.0
XOX  XO  ,0.0
XOX  XXOO,0.0
XOX O    ,0.0
XOX O   X,0.0
XOX O O X,0.0
XOX O OX ,0.0
XOX O OXX,0.0
XOX O X  ,0.0
XOX O XO ,-1.0
XOX OOOXX,0.0
XOX OOXOX,-1.0
XOX OOXXO,1.0
XOX OX  O,0.0
XOX OXO X,1.0
XOX OXOX ,0.0
XOX OXOXO,0.0
XOX OXXOO,-1.0
XOX X   O,0.0
XOX X  OO,0.0
XOX X O  ,0.0
XOX X O O,0.0
XOX X OOX,1.0
XOX X OXO,0.0
XOX XO   ,0.0
XOX XO  O,0.0
XOX XO XO,0.0
XOX XOO X,1.0
XOX XOOX ,0.0
XOX XOOXO,0.0
XOX XX OO,0.0
XOX XXO O,0.0
XOX XXOOO,-1.0
XOXO    X,0.0
XOXO   OX,0.0
XOXO   X ,0.0
XOXO  O X,1.0
XOXO  OX ,0.0
XOXO  OXX,0.0
XOXO  XO ,0.0
XOXO O  X,0.0
XOXO O X ,0.0
XOXO OOXX,1.0
XOXO OX X,0.0
XOXO X   ,0.0
XOXO X  O,0.0
XOXO X OX,1.0
XOXO X XO,0.0
XOXO XO  ,1.0
XOXO XO X,1.0
XOXO XOX ,0.0
XOXO XOXO,0.0
XOXOO OXX,1.0
XOXOO X X,0.0
XOXOO XOX,-1.0
XOXOO XXO,0.0
XOXOOOX X,-1.0
XOXOOX XO,0.0
XOXOOXOX ,1.0
XOXOOXOXX,1.0
XOXOOXXO ,-1.0
XOXOOXXXO,0.0
XOXOX    ,0.0
XOXOX  OX,1.0
XOXOX O  ,0.0
XOXOX O X,1.0
XOXOX OX ,0.0
XOXOX OXO,0.0
XOXOX X O,1.0
XOXOX XO ,1.0
XOXOXO   ,1.0
XOXOXO  X,1.0
XOXOXO X ,0.0
XOXOXO XO,1.0
XOXOXOOX ,1.0
XOXOXOOXX,1.0
XOXOXOX  ,1.0
XOXOXOXXO,1.0
XOXOXX  O,0.0
XOXOXX O ,0.0
XOXOXX OO,1.0
XOXOXXO  ,0.0
XOXOXXO O,0.0
XOXOXXOO ,1.0
XOXOXXOOX,1.0
XOXOXXOXO,0.0
XOXOXXXOO,1.0
XOXX   O ,-1.0
XOXX O OX,0.0
XOXX O XO,0.0
XOXX OO  ,0.0
XOXX OOOX,1.0
XOXX OXO ,1.0
XOXX X OO,0.0
XOXXO    ,0.0
XOXXO  O ,-1.0
XOXXO O  ,0.0
XOXXO O X,-1.0
XOXXO OOX,-1.0
XOXXOO XO,1.0
XOXXOOO X,0.0
XOXXOOOXX,0.0
XOXXOOXXO,1.0
XOXXOX  O,-1.0
XOXXOX OO,-1.0
XOXXOXO  ,-1.0
XOXXOXOO ,-1.0
XOXXOXOXO,0.0
XOXXXO  O,0.0
XOXXXO OO,0.0
XOXXXOO  ,0.0
XOXXXOO O,0.0
XOXXXOOO ,1.0
XOXXXOOOX,1.0
XOXXXOOXO,0.0
XOXXXOXOO,1.0
XX     O ,0.0
XX    O  ,0.0
XX    OO ,1.0
XX    OOX,0.0
XX   O   ,0.0
XX   O O ,1.0
XX   O XO,0.0
XX   OO  ,0.0
XX   OOX ,0.0
XX   OOXO,1.0
XX   X OO,0.0
XX   XO O,0.0
XX   XOOO,-1.0
XX  O    ,0.0
XX  O  O ,0.0
XX  O  OX,0.0
XX  O O  ,0.0
XX  O O X,0.0
XX  O OOX,0.0
XX  O X O,0.0
XX  O XO ,0.0
XX  O XOO,0.0
XX  OO   ,1.0
XX  OO X ,0.0
XX  OO XO,0.0
XX  OOOXX,0.0
XX  OOX  ,0.0
XX  OX  O,0.0
XX  OX OO,1.0
XX  OXO  ,0.0
XX  OXO O,0.0
XX  OXOXO,0.0
XX  X  OO,0.0
XX  XO  O,0.0
XX  XOO O,1.0
XX  XOOXO,1.0
XX O     ,0.0
XX O   OX,0.0
XX O  O X,0.0
XX O  OOX,0.0
XX O  XO ,0.0
XX O O   ,0.0
XX O O  X,-1.0
XX O O X ,0.0
XX O OO X,1.0
XX O OX  ,-1.0
XX O X  O,0.0
XX O X O ,0.0
XX O X OO,1.0
XX O XO  ,0.0
XX O XOO ,1.0
XX O XOOX,0.0
XX O XXOO,0.0
XX OO    ,0.0
XX OO  X ,0.0
XX OO OX ,0.0
XX OO X O,0.0
XX OO XOX,0.0
XX OO XXO,0.0
XX OOO  X,-1.0
XX OOO X ,-1.0
XX OOOOXX,-1.0
XX OOOX  ,-1.0
XX OOX   ,0.0
XX OOX O ,0.0
XX OOX XO,0.0
XX OOXO  ,0.0
XX OOXOX ,0.0
XX OOXOXO,1.0
XX OOXXO ,0.0
XX OOXXOO,1.0
XX OX OOX,1.0
XX OX OXO,1.0
XX OXO   ,0.0
XX OXO O ,0.0
XX OXOOX ,1.0
XX OXX OO,0.0
XX OXXOO ,-1.0
XX OXXOOO,-1.0
XX X  OO ,0.0
XX XO   O,0.0
XX XO  O ,0.0
XX XO  OO,1.0
XX XO O  ,-1.0
XX XO O O,1.0
XX XO OO ,0.0
XX XO OOX,-1.0
XX XO OXO,0.0
XX XOO  O,0.0
XX XOO O ,0.0
XX XOO OX,0.0
XX XOO XO,0.0
XX XOOOOX,1.0
XX XOOOXO,1.0
XX XOOXO ,1.0
XX XOX OO,0.0
XX XOXOO ,0.0
XX XXOO O,-1.0
XX XXOOO ,0.0
XX XXOOOO,-1.0
XXO      ,0.0
XXO    O ,0.0
XXO   O  ,0.0
XXO   O X,-1.0
XXO   OOX,0.0
XXO   XO ,0.0
XXO  O   ,0.0
XXO  O  X,0.0
XXO  O X ,0.0
XXO  OOX ,0.0
XXO  OOXX,0.0
XXO  OX  ,0.0
XXO  OXO ,1.0
XXO  OXOX,1.0
XXO  X  O,0.0
XXO  XO  ,0.0
XXO  XOO ,0.0
XXO O    ,0.0
XXO O   X,-1.0
XXO O  OX,0.0
XXO O  X ,0.0
XXO O O X,-1.0
XXO O XO ,0.0
XXO O XOX,0.0
XXO O XXO,0.0
XXO OO X ,0.0
XXO OO XX,-1.0
XXO OOX  ,0.0
XXO OOX X,0.0
XXO OOXOX,1.0
XXO OOXX ,-1.0
XXO OOXXO,-1.0
XXO OXX O,0.0
XXO OXXO ,0.0
XXO OXXOO,1.0
XXO X  O ,0.0
XXO X  OO,0.0
XXO X O  ,0.0
XXO X O O,0.0
XXO X OOX,1.0
XXO X XOO,0.0
XXO XO   ,0.0
XXO XO O ,1.0
XXO XO OX,1.0
XXO XOO  ,0.0
XXO XOO X,1.0
XXO XOOX ,1.0
XXO XXOO ,0.0
XXOO     ,0.0
XXOO   OX,0.0
XXOO   X ,0.0
XXOO  XO ,0.0
XXOO  XOX,0.0
XXOO O  X,0.0
XXOO O X ,0.0
XXOO O XX,-1.0
XXOO OOXX,0.0
XXOO OXOX,1.0
XXOO X  O,0.0
XXOO X OX,0.0
XXOO X XO,0.0
XXOO XO  ,0.0
XXOO XO X,0.0
XXOO XOOX,1.0
XXOO XOX ,-1.0
XXOO XX O,0.0
XXOO XXOO,0.0
XXOOO   X,0.0
XXOOO XOX,0.0
XXOOO XX ,0.0
XXOOO XXO,0.0
XXOOOO XX,-1.0
XXOOOOX X,-1.0
XXOOOOXX ,-1.0
XXOOOX   ,0.0
XXOOOX  X,0.0
XXOOOX OX,0.0
XXOOOX X ,-1.0
XXOOOX XO,0.0
XXOOOXO X,-1.0
XXOOOXOX ,-1.0
XXOOOXX  ,0.0
XXOOOXX O,0.0
XXOOOXXO ,0.0
XXOOOXXOX,0.0
XXOOOXXXO,0.0
XXOOX    ,0.0
XXOOX  O ,0.0
XXOOX XO ,0.0
XXOOX XOO,0.0
XXOOXO  X,1.0
XXOOXO X ,1.0
XXOOXOOXX,1.0
XXOOXOX  ,-1.0
XXOOXOX O,-1.0
XXOOXOXOX,1.0
XXOOXXO  ,0.0
XXOOXXO O,0.0
XXOOXXOO ,1.0
XXOOXXOOX,1.0
XXOOXXOXO,1.0
XXOOXXXOO,0.0
XXOX   O ,0.0
XXOX  O  ,-1.0
XXOX  OOX,-1.0
XXOX O   ,0.0
XXOX O O ,0.0
XXOX O OX,1.0
XXOX OO X,0.0
XXOX OOOX,1.0
XXOXO    ,-1.0
XXOXO  O ,0.0
XXOXO  OX,-1.0
XXOXO  XO,-1.0
XXOXO O  ,-1.0
XXOXO OOX,-1.0
XXOXO OXO,-1.0
XXOXO XO ,1.0
XXOXOO   ,0.0
XXOXOO  X,-1.0
XXOXOO OX,1.0
XXOXOO X ,-1.0
XXOXOO XO,-1.0
XXOXOOO X,-1.0
XXOXOOXOX,1.0
XXOXOX OO,1.0
XXOXOXOO ,-1.0
XXOXOXXOO,1.0
XXOXX  OO,0.0
XXOXX O O,0.0
XXOXXO OO,-1.0
XXOXXOO O,-1.0
XXOXXOOOX,1.0
XXX   OO ,1.0
XXX  O  O,1.0
XXX  O O ,1.0
XXX O O  ,1.0
XXX O XOO,1.0
XXX OO   ,1.0
XXX OO OX,1.0
XXX OOOX ,1.0
XXX OOXO ,1.0
XXX OX OO,1.0
XXX OXO O,1.0
XXXO    O,1.0
XXXO  O  ,1.0
XXXO O XO,1.0
XXXO OO X,1.0
XXXO X OO,1.0
XXXO XO O,1.0
XXXO XOO ,1.0
XXXOO    ,1.0
XXXOO  XO,1.0
XXXOO OX ,1.0
XXXOOXOXO,1.0
XXXOOXXOO,1.0
XXXOX  OO,1.0
XXXOXO O ,1.0
XXXOXOOOX,1.0
XXXOXOOXO,1.0
XXXX OOO ,1.0
XXXXO  OO,1.0
XXXXO O O,1.0
XXXXO OO ,1.0
XXXXOOO  ,1.0
XXXXOOOOX,1.0
XXXXOOOXO,1.0
XXXXOOXOO,1.0
